Id,UserId,Avatar,Author,Content,ReactionsCount,Depth,SubCommentsCount,CommentAt,,,Link postingan,https://www.instagram.com/p/C_vFV0xS4Ud/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
17852801172269260,1580897269,,annisa_afiati,Masya Allah 🔥🔥🔥 semoga menjadi hujjah Dian kelak di hadapan Allah yaa aamiin,0,0,0,09/10/2024 19:21,,,,
17989239743553364,422869931,,ria_novariansyah,"Bundi,  keren skali😍🔥🔥🔥",0,0,0,09/10/2024 19:22,,,,
18098607832447228,1301447060,,alkhansafarras,Masyaa Allah emang gak salah idolain dari jaman gadis 😍,0,0,0,09/10/2024 19:22,,,,
17866344222203450,2307411655,,ritafitriani91,❤️❤️❤️,0,0,0,09/10/2024 19:22,,,,
17938496270865133,335871739,,ussiyfauziah,Masya Allahhh Go Go Dian 🔥💪🏻,26,0,0,09/10/2024 19:22,,,,
18029516903464403,245198759,,anitaoktavianti,Aaaaa kereeen 😍🇲🇨🇵🇸,0,0,0,09/10/2024 19:22,,,,
18044843317820984,1461926273,,arinyulda,❤️❤️❤️,0,0,0,09/10/2024 19:23,,,,
18316208497156662,275117154,,dilawarista,😍😍😍,0,0,0,09/10/2024 19:23,,,,
18050903302852623,43505395945,,onthespotmartha,Free Palestin 🇵🇸🇵🇸🇵🇸,0,0,0,09/10/2024 19:23,,,,
18054539770826958,2098450775,,rikaenis,🔥🔥🔥😍,0,0,0,09/10/2024 19:23,,,,
18037491673915840,209234110,,in_meit,PROUD ❤️❤️❤️.. THANK YOU MBAK DIAN..,0,0,0,09/10/2024 19:23,,,,
18063681913569023,4148103180,,handayani9452,Masya Allah tabarakallah 🤍🤍🤍,0,0,0,09/10/2024 19:23,,,,
18096956014454496,4478774,,gianasudaryono,Keren bgt 🥹🔥 Maasyaa Allah 🇵🇸✊🏼,0,0,0,09/10/2024 19:23,,,,
18452913946050521,57158999557,,reiga.salahuddin.arrasyid,❤️❤️❤️❤️,0,0,0,09/10/2024 19:23,,,,
18322590472146306,4591881,,ranchasmala,Allahumma baarik ❤️ DP 🇵🇸,5,0,0,09/10/2024 19:23,,,,
18049573702894846,1083232097,,indrazakaria_,Kakkk Diannnnnn 🔥🔥🔥🔥🔥,4,0,0,09/10/2024 19:24,,,,
18244794661284508,336498378,,yusinisaa,Proud mba ❤️,0,0,0,09/10/2024 19:24,,,,
17954963846815817,2968112123,,amellphoenix,❤️❤️❤️,0,0,0,09/10/2024 19:24,,,,
17989274831703150,2148965724,,titasetiawaty,MasyaAllah....KEREN Mbak @dianpelangi 👏❤️🔥✊,0,0,0,09/10/2024 19:24,,,,
18053893291830139,1115104636,,yayak_laundry,MasyaAllah keren sekali kak dian 😢😍😍😍,0,0,0,09/10/2024 19:24,,,,
17989480565538766,14977014128,,qqrezkyhelwakan,❤️❤️❤️,0,0,0,09/10/2024 19:25,,,,
17847413445295328,1498589019,,soesy.anggraeni,Ka dian keren bgt masya allah 😍😍😍,0,0,0,09/10/2024 19:25,,,,
17862895392162587,1291533811,,evamazyah,MasyaAllah ❤️,0,0,0,09/10/2024 19:25,,,,
18045542842790806,441117989,,niswah_muliati,MasyaAllah tabarakallah 💞💞 🇵🇸🇵🇸,0,0,0,09/10/2024 19:25,,,,
18096763582453958,206623312,,mmusarahman,Free Palestine🇵🇸,0,0,0,09/10/2024 19:25,,,,
18024246719457244,10562572,,shabina_bibi,Admire your courage... Masya Allah 😍 😍,0,0,0,09/10/2024 19:25,,,,
18323754796196012,630912455,,regitasaputri,MashaAllah 🤍🇵🇸,0,0,0,09/10/2024 19:26,,,,
18102575365439327,3002707193,,ima_elkhoir,MaasyaAllah bundi @dianpelangi,0,0,0,09/10/2024 19:26,,,,
18136764328355463,1319959909,,swyuniii,Keren banget Kak Dian 🔥😍,0,0,0,09/10/2024 19:26,,,,
18028341491338120,299881325,,udaeki,congrats dian,0,0,0,09/10/2024 19:26,,,,
17946826277848019,1381870448,,bilahghaisani,"Menyalaa mba dian, maasyaAllah 😍🔥🔥",0,0,0,09/10/2024 19:27,,,,
18004503794476090,1181152569,,nabilaabdat2,❤️❤️❤️,0,0,0,09/10/2024 19:27,,,,
18038385200108894,10856838925,,omah.fawwaz,"yg maju kak dian,tapi aku yg bangga..🥹🤍kamu keren  kak👏",0,0,0,09/10/2024 19:27,,,,
17935836191907995,237057175,,adellawynanda,Masyaa Allah🔥🔥😍,1,0,0,09/10/2024 19:27,,,,
17845420422283233,375747553,,khaininakhalil,So so proud😍😍,6,0,0,09/10/2024 19:28,,,,
17940091007890091,3775566333,,konveksi_hijab.id,Masya allah ❤️❤️🤲🤲,0,0,0,09/10/2024 19:28,,,,
18031977728469322,211869632,,roswithajassin,Proud of you 😍👏👏 Palestine will be free.. aamiin,11,0,0,09/10/2024 19:28,,,,
18349000156189643,27365038948,,nurhalimahshokib,😍😍😍😍,0,0,0,09/10/2024 19:28,,,,
17863267482217526,8472948364,,_ditaps,MashaAllah sampe sesegukan 🥺🤍,0,0,0,09/10/2024 19:29,,,,
18253752637250978,1260923098,,mrssekar_sekar,Selalu bikin gebrakan😍,0,0,0,09/10/2024 19:29,,,,
17936496296791688,37617809365,,rika.anggie01,Masyaallah keren mbak nya 😍,0,0,0,09/10/2024 19:29,,,,
18043566418965308,1533034857,,umi_kalsum7,Free Palestine 🔥🔥,0,0,0,09/10/2024 19:29,,,,
18323680333144547,1421055696,,riribeth.raynaldy,🔥👏😍,0,0,0,09/10/2024 19:30,,,,
18351599917140504,208891501,,alahamdan,👏👏👏👏,3,0,0,09/10/2024 19:30,,,,
18240135931278903,450275773,,cutwilda,🔥🔥🔥 Terharuuu 🥹,0,0,0,09/10/2024 19:30,,,,
18071145685566462,4481623012,,dewi_s68,Masyaa Allah mba Dian suddenly my tears drop.. proud of you mba Dian sehat² & sukses selalu #freepalestine🇵🇸 😍😍,0,0,0,09/10/2024 19:31,,,,
18051655228716952,1534006245,,apandisky,kereeenn🔥🔥🔥,0,0,0,09/10/2024 19:31,,,,
18042395011992654,5409254727,,yuli.ismayani,❤️,0,0,0,09/10/2024 19:32,,,,
17869633590186267,1508133849,,nelihalidah_,❤️🔥,0,0,0,09/10/2024 19:32,,,,
17989610828546066,1478760205,,dheajs_,Mashaallahhh proud offff u ka diann 😍🔥,0,0,0,09/10/2024 19:32,,,,
18122924779346474,2376322218,,fanidwiastikanst,Masya Allah tabarakallah Terharu Bundiiiiiii 🍉♥️♥️,0,0,0,09/10/2024 19:32,,,,
